Run ID,Fuel Use: Natural Gas: Total (MBtu),End Use: Natural Gas: Heating (MBtu),End Use: Natural Gas: Hot Water (MBtu),End Use: Natural Gas: Range/Oven (MBtu),Load: Heating: Delivered (MBtu),Load: Hot Water: Delivered (MBtu),Load: Hot Water: Tank Losses (MBtu)
1865,72.092,55.71,13.423,2.959,43.771,6.661,3.727
11475,44.319,35.677,8.642,0.0,33.769,2.867,3.829
8782,98.013,83.004,12.226,2.783,66.981,5.647,3.824
3964,119.897,105.247,11.874,2.776,83.042,5.621,3.531
11647,93.501,79.622,10.362,2.221,65.674,4.196,3.831
3158,38.61,18.971,19.639,0.0,15.456,11.328,3.886
871,66.318,57.308,9.01,0.0,44.813,3.183,3.797
11481,115.898,102.267,11.411,2.221,83.924,4.895,3.945
8776,60.182,44.462,8.763,2.371,42.076,3.252,3.537
2842,95.279,82.058,13.221,0.0,66.67,6.335,3.896
8544,41.723,30.686,8.666,2.371,29.03,2.886,3.828
12036,34.028,18.613,11.863,3.551,14.917,8.946,0.0
885,17.987,2.444,12.345,3.198,1.886,5.661,3.903
7954,120.684,104.764,15.92,0.0,71.221,8.863,3.406
12660,103.151,70.543,25.675,0.0,58.187,16.149,3.74
1891,97.13,75.59,11.797,2.776,49.999,5.058,4.081
6288,60.023,40.654,16.137,3.232,33.27,8.838,3.663
10137,76.978,46.062,20.476,4.426,43.183,14.075,2.063
2628,135.08,114.03,21.05,0.0,93.357,12.438,3.785
2274,31.046,24.27,4.92,1.856,22.979,1.953,1.925
5051,15.121,7.585,7.536,0.0,5.945,2.712,3.127
4183,37.688,32.738,4.95,0.0,30.817,1.866,2.036
12832,11.503,1.529,9.974,0.0,1.155,3.474,4.253
5263,110.704,98.914,9.014,2.776,92.443,5.036,2.068
7534,110.627,71.911,33.211,5.506,57.83,21.873,3.853
3194,70.268,52.815,12.22,2.776,43.372,5.597,3.87
2046,25.463,9.36,12.905,3.198,7.585,5.849,4.149
6082,40.667,27.05,9.363,2.845,21.84,3.508,3.738
8924,126.963,103.607,18.343,0.0,82.511,10.276,3.919
8118,111.3,92.396,13.547,3.232,57.061,6.939,3.556
12658,100.909,92.802,8.107,0.0,72.461,2.821,3.46
3504,99.701,87.131,10.35,2.221,71.467,4.22,3.799
11815,28.504,15.537,12.967,0.0,14.706,6.62,3.425
4513,57.184,43.331,7.009,2.132,29.459,3.519,2.005
6620,50.453,35.967,12.118,2.367,29.127,5.649,3.739
2280,113.904,99.348,11.78,2.776,78.656,5.625,3.501
1405,16.672,10.972,5.7,0.0,8.148,0.0,4.416
5899,121.225,107.004,11.445,2.776,63.642,5.035,3.822
1637,60.809,50.473,10.336,0.0,47.724,4.334,3.674
5297,141.4,126.242,12.066,0.0,102.171,5.589,3.759
849,34.927,16.748,14.925,3.254,13.577,7.701,3.862
6412,126.244,114.788,11.456,0.0,108.197,5.2,3.675
12667,57.786,45.422,12.364,0.0,42.995,9.324,0.0
1896,33.731,25.107,8.624,0.0,17.07,4.713,2.084
10130,41.51,31.819,7.795,1.897,29.964,2.805,3.234
8315,23.872,14.834,8.143,0.0,13.916,2.162,4.147
10302,6.607,1.42,5.187,0.0,1.345,0.0,4.019
6881,20.384,15.31,5.074,0.0,12.507,0.0,3.932
12455,92.595,84.305,8.29,0.0,68.835,2.512,3.904
3997,13.314,3.299,10.015,0.0,2.528,3.653,4.106
5852,43.663,33.923,7.843,1.897,27.766,2.352,3.725
4980,54.531,39.731,14.801,0.0,32.771,7.47,3.996
10554,44.499,25.428,13.794,3.331,18.49,6.972,3.714
8771,90.962,76.402,11.043,2.221,61.656,4.502,4.053
3399,33.733,18.29,12.244,3.198,14.965,5.539,3.947
11640,19.325,8.798,10.527,0.0,8.163,4.46,3.696
3963,48.11,28.237,19.873,0.0,26.244,14.986,0.0
278,117.675,102.49,12.225,2.959,96.612,6.213,3.258
4148,114.277,103.129,11.148,0.0,97.589,6.881,1.906
8785,91.553,76.781,14.772,0.0,62.516,7.635,3.796
12693,75.082,65.614,7.572,1.897,53.091,2.125,3.741
1862,98.589,82.295,12.964,3.331,76.89,6.291,3.741
3709,26.693,13.954,10.519,2.221,12.946,4.384,3.765
6049,44.306,31.884,9.639,2.783,29.801,3.453,4.014
6875,108.132,100.205,5.608,2.319,78.501,2.465,1.955
11849,84.54,72.146,12.394,0.0,57.649,6.014,3.538
11247,44.365,22.131,18.356,3.878,16.95,10.017,4.203
10395,63.826,53.915,9.911,0.0,36.656,3.819,3.851
3558,25.817,10.822,12.036,2.959,8.745,7.25,2.237
3900,18.235,3.945,11.624,2.665,3.697,4.985,4.021
4319,135.343,115.915,19.429,0.0,95.134,11.523,3.451
4917,159.041,140.024,15.785,3.232,114.815,8.298,3.918
1459,31.293,8.852,16.418,3.548,8.253,8.892,3.827
2826,85.788,70.317,10.778,2.221,65.675,4.767,3.573
10705,107.406,98.876,8.53,0.0,81.574,2.752,3.856
7568,37.64,15.354,18.735,3.551,14.533,10.848,3.666
12052,29.09,23.774,5.316,0.0,17.643,0.0,4.098
13180,27.631,12.482,12.374,2.776,10.058,5.579,4.007
5831,18.455,8.795,9.66,0.0,7.147,3.742,3.741
10537,61.03,49.299,7.76,1.897,46.662,2.303,3.709
8712,163.176,156.182,5.138,1.856,127.649,1.905,2.144
5469,57.927,38.154,16.541,3.232,31.055,8.797,4.018
12604,113.679,99.497,11.406,2.776,80.596,5.532,3.305
8376,53.066,23.668,29.398,0.0,22.158,18.789,3.958
7930,127.837,103.109,24.728,0.0,97.598,15.092,4.042
4789,102.939,81.93,12.574,2.586,77.547,6.361,3.379
4114,85.344,72.596,12.748,0.0,59.906,6.116,3.759
1654,108.685,95.449,13.236,0.0,78.69,6.911,3.343
4326,17.048,11.838,5.21,0.0,9.645,0.0,4.032
6471,97.715,81.39,11.928,2.776,67.132,5.581,3.66
3103,31.128,20.142,8.667,2.319,16.547,2.699,4.016
5690,85.656,72.324,9.199,0.0,67.844,3.299,3.828
4742,21.021,8.916,9.26,2.845,8.188,3.404,3.771
11278,85.145,65.833,15.434,3.878,53.894,10.084,2.08
9861,44.955,29.205,12.419,3.331,24.092,7.673,2.115
6015,39.811,26.455,10.69,2.665,21.509,4.624,3.659
3567,45.317,29.195,12.791,3.331,27.633,8.009,2.072
11876,58.808,41.53,14.319,2.959,31.418,7.395,3.698
1002,62.276,36.306,21.834,4.136,29.914,13.132,3.782
640,85.517,67.298,18.219,0.0,55.037,10.056,4.058
486,124.025,109.774,11.476,2.776,90.539,5.122,3.769
5664,94.239,81.813,9.761,2.665,62.044,5.463,2.23
11882,33.052,17.697,15.355,0.0,16.684,8.259,3.637
2673,60.248,48.986,8.891,2.371,40.143,3.155,3.733
4584,154.268,126.942,22.353,4.974,99.29,15.547,2.02
7765,84.953,76.342,6.291,2.319,71.915,2.863,2.095
2217,21.059,5.02,9.736,2.371,4.639,3.541,4.002
2819,48.814,37.784,11.029,0.0,35.131,4.941,3.603
6485,70.204,46.052,14.409,0.0,37.98,9.085,2.24
2025,12.849,7.193,5.656,0.0,5.255,0.0,4.383
8143,17.494,11.527,5.967,0.0,9.251,2.642,2.062
12603,59.307,53.512,5.794,0.0,49.896,2.407,2.161
7339,33.801,20.315,10.82,2.665,19.218,4.49,3.893
11086,19.346,6.087,13.259,0.0,4.805,6.681,3.591
10968,6.904,1.685,5.219,0.0,1.356,0.0,4.044
10530,136.52,130.313,6.206,0.0,106.943,2.612,2.28
2821,110.265,96.219,11.27,2.776,78.224,5.058,3.673
1698,81.509,70.897,10.612,0.0,66.775,8.003,0.0
5238,272.342,261.682,10.66,0.0,156.967,4.286,3.973
11416,21.108,8.925,10.051,2.132,7.29,3.993,3.794
6449,77.58,63.438,11.366,2.776,59.861,5.206,3.589
11624,112.647,91.75,17.582,3.316,61.858,9.643,3.963
13173,9.417,3.809,5.608,0.0,3.072,0.0,4.345
11240,12.582,6.944,5.637,0.0,5.143,0.0,4.368
10392,73.838,70.336,3.502,0.0,54.921,2.641,0.0
9065,31.86,9.14,18.816,3.904,8.41,10.851,3.709
1208,47.615,31.554,13.102,2.959,29.833,6.298,3.852
678,38.755,21.618,11.614,2.665,20.352,5.02,3.977
1806,34.245,28.512,5.733,0.0,26.987,0.0,4.443
8385,154.614,123.121,9.033,0.0,116.501,3.139,3.851
5207,55.486,37.356,18.131,0.0,30.676,10.201,3.845
6482,69.327,23.994,19.11,0.0,19.399,12.733,2.319
2210,4.653,1.582,3.071,0.0,1.178,0.0,2.421
1495,40.024,34.554,5.47,0.0,28.499,0.0,4.238
5451,77.828,57.011,17.128,3.688,46.292,11.31,2.151
4583,140.856,124.686,12.938,3.232,74.039,7.985,2.206
7134,50.044,22.655,19.808,4.426,21.1,11.714,3.613
3594,76.339,53.694,18.957,3.688,44.112,10.711,3.975
2446,20.67,9.395,8.905,2.371,6.803,2.787,4.112
2680,36.879,31.546,4.159,0.0,25.42,3.136,0.0
1005,17.68,7.273,7.447,2.959,5.931,5.616,0.0
647,7.175,1.981,5.194,0.0,1.581,0.0,4.025
6012,7.45,1.707,5.743,0.0,1.338,0.0,4.45
1653,34.576,24.641,7.271,2.665,22.674,5.483,0.0
4321,22.314,16.899,5.415,0.0,15.994,0.0,4.196
7796,8.404,2.816,5.588,0.0,2.006,0.0,4.33
4113,83.556,61.006,18.825,0.0,57.488,10.802,3.781
2219,41.137,24.351,13.826,2.959,18.478,6.825,3.886
12063,23.36,8.308,11.854,3.198,6.275,7.327,2.015
10734,18.059,15.034,3.025,0.0,13.964,0.0,2.383
8511,69.2,53.398,11.125,2.221,32.03,4.904,3.714
488,48.714,32.876,11.674,2.665,24.42,5.05,3.994
8175,53.5,44.861,8.638,0.0,36.443,4.632,2.157
8347,51.9,42.793,9.107,0.0,35.166,3.139,3.909
12635,35.058,25.194,9.864,0.0,23.845,3.791,3.851
9053,36.604,27.009,7.699,1.897,25.227,2.436,3.529
8181,19.114,2.209,16.905,0.0,2.0,9.39,3.705
6229,13.693,2.796,8.234,0.0,2.582,6.209,0.0
1468,13.974,0.151,11.159,2.665,0.117,4.57,4.075
11612,45.546,26.992,12.687,2.776,22.086,5.7,4.129
685,59.84,39.723,16.885,3.232,30.022,8.934,4.146
5467,71.298,40.552,18.29,3.878,30.376,10.136,4.016
10961,64.813,49.718,12.32,2.776,40.417,5.688,3.856
3790,50.513,37.019,11.274,2.221,22.842,4.792,3.942
8976,67.102,50.442,16.66,0.0,47.052,8.762,4.144
12438,84.589,70.948,11.421,2.221,57.564,4.896,3.942
5655,96.474,76.135,11.15,2.221,62.226,4.823,3.816
2828,64.807,46.671,10.925,2.221,44.173,4.777,3.687
12860,68.812,56.072,10.519,2.221,45.908,4.404,3.704
5003,53.657,33.416,20.241,0.0,25.934,11.838,3.842
7754,55.682,44.376,11.307,0.0,36.363,4.803,3.957
2226,24.372,12.155,9.371,2.845,10.026,3.373,3.887
1665,14.128,0.929,7.318,2.371,0.639,3.539,2.229
1457,28.951,17.382,11.569,0.0,12.862,4.999,3.963
4125,44.641,26.345,11.084,2.221,21.647,4.797,3.791
6672,48.651,31.005,14.415,3.232,29.038,7.269,3.898
3300,39.984,26.401,6.942,2.783,24.989,3.238,2.234
671,69.186,63.915,5.272,0.0,43.451,0.0,4.085
6216,90.523,72.38,18.144,0.0,67.676,10.458,3.524
10995,58.159,40.154,12.139,2.776,37.917,5.7,3.694
11847,90.87,69.438,15.32,3.232,65.064,8.113,3.756
8982,20.218,4.088,12.993,0.0,3.822,8.25,1.99
11249,130.155,121.313,4.398,2.371,100.07,3.317,0.0
443,56.851,41.678,11.074,2.665,34.372,5.024,3.555
4773,29.146,21.888,7.258,0.0,20.716,3.747,1.974
13142,14.977,9.116,5.862,0.0,7.522,0.0,4.542
823,18.652,9.329,6.952,2.371,6.887,3.048,2.432
11427,51.149,39.306,9.178,2.665,37.203,5.048,2.186
7798,113.015,94.123,13.026,2.776,76.818,6.129,3.963
3338,45.411,34.329,11.083,0.0,26.895,6.897,1.837
9602,20.683,10.504,10.18,0.0,9.943,4.579,3.307
10191,82.796,68.386,14.411,0.0,64.296,6.844,4.32
5699,70.225,61.133,6.309,2.783,49.821,2.802,2.17
9054,50.315,34.856,7.751,1.856,32.838,2.105,3.9
6820,10.915,5.476,5.439,0.0,4.518,0.0,4.215
7308,26.153,17.452,8.702,0.0,13.41,2.922,3.819
8340,92.01,78.142,11.395,0.0,63.032,4.878,3.951
8172,14.971,0.352,14.618,0.0,0.328,9.403,2.118
12858,83.063,67.445,12.842,2.776,55.165,6.103,3.835
12064,56.488,40.002,12.089,2.776,32.793,5.68,3.686
2810,27.622,13.033,9.925,2.132,10.702,3.401,4.289
8516,34.888,7.373,9.866,2.845,5.873,3.901,3.743
10501,10.156,10.156,0.0,0.0,6.904,0.0,0.0
8985,41.571,27.295,11.818,0.0,22.109,5.546,3.609
2483,24.444,9.97,11.871,2.603,8.1,5.523,3.673
444,69.619,59.983,7.739,1.897,49.461,2.756,3.24
1034,39.262,22.991,10.404,2.776,21.628,6.178,2.022
5494,209.39,194.485,12.129,2.776,151.511,5.564,3.785
6211,127.411,110.244,17.167,0.0,89.365,9.402,3.882
10992,176.667,161.507,12.384,2.776,152.806,5.668,3.914
212,137.496,128.215,9.28,0.0,104.745,3.24,3.95
4122,17.82,1.192,13.43,3.198,1.015,6.606,3.798
6675,92.434,74.581,17.853,0.0,56.529,9.972,3.788
7595,45.543,37.333,8.21,0.0,30.442,4.367,2.103
3909,42.613,34.241,8.371,0.0,26.111,2.803,3.683
6447,53.58,41.129,7.111,2.783,24.673,3.762,1.843
1662,15.567,15.567,0.0,0.0,14.423,0.0,0.0
4310,92.274,71.26,13.974,3.331,67.088,7.056,3.759
5838,31.268,10.366,16.998,3.904,8.498,9.466,3.688
8529,74.006,56.521,17.485,0.0,53.292,9.702,3.774
2013,44.32,23.154,13.256,3.198,18.925,6.227,4.043
10368,75.418,48.082,17.31,3.551,45.176,9.68,3.73
8971,64.798,51.569,8.78,2.319,40.084,2.821,3.982
2477,26.328,12.694,10.97,2.665,10.471,4.468,4.031
7939,103.494,29.276,32.778,0.0,23.862,21.757,3.504
4780,91.624,80.186,8.655,2.783,62.671,3.012,3.694
11814,13.475,3.239,8.339,1.897,3.014,2.807,3.653
7397,41.939,25.927,11.615,2.776,24.54,5.638,3.359
11028,54.614,42.351,8.7,2.319,27.376,2.863,3.877
4512,46.67,19.091,23.153,4.426,14.527,14.096,3.82
622,94.208,74.197,15.914,0.0,70.22,8.511,3.818
1060,66.466,56.377,7.718,2.371,33.819,2.492,3.488
4720,180.338,169.993,8.026,2.319,139.571,2.431,3.78
6077,89.693,76.162,10.927,2.603,72.093,6.566,2.046
9803,35.852,25.058,10.795,0.0,20.668,4.891,3.463
848,9.533,3.853,5.68,0.0,3.612,0.0,4.401
1636,54.752,40.256,10.283,0.0,33.198,4.19,3.777
3161,71.178,51.909,19.27,0.0,41.923,11.404,3.524
8589,55.51,44.711,10.799,0.0,36.881,4.789,3.578
9669,62.231,49.15,10.861,2.221,40.135,4.481,3.933
1404,67.035,49.989,14.087,2.959,40.297,7.261,3.651
12833,63.305,54.412,8.893,0.0,49.068,4.813,2.196
4182,57.299,45.272,8.591,2.319,36.747,2.74,3.881
2611,57.271,34.019,16.292,2.951,27.741,8.8,3.808
10932,52.138,35.624,13.183,3.331,29.205,6.378,3.836
7363,66.544,50.206,10.974,0.0,46.319,4.78,3.722
12659,84.175,72.015,12.16,0.0,67.935,7.438,2.145
2423,107.756,83.76,20.316,3.681,60.603,11.701,4.02
7151,23.206,11.555,9.28,2.371,9.373,3.19,4.0
9656,112.876,72.997,23.395,4.601,68.664,16.593,1.845
11473,24.25,8.941,12.056,3.254,6.67,7.347,2.155
11641,82.255,61.213,14.002,3.331,49.716,6.992,3.856
13116,138.422,120.983,17.439,0.0,97.851,9.787,3.707
11017,43.135,33.423,7.816,1.897,31.349,2.279,3.777
6880,34.73,22.312,9.572,2.845,17.034,3.825,3.591
5639,16.93,3.746,10.519,2.665,3.085,5.479,2.67
8314,83.317,67.213,13.519,2.586,55.447,6.962,3.511
7738,20.331,6.586,10.547,3.198,6.012,6.131,2.182
2078,164.392,128.478,20.629,4.426,104.56,12.156,3.825
6084,134.656,119.011,15.644,0.0,90.753,10.228,2.095
8922,73.814,65.629,8.185,0.0,61.108,4.264,2.187
10109,56.633,48.189,8.444,0.0,38.777,2.862,3.681
5433,71.522,55.468,11.656,2.776,51.896,5.048,3.982
5057,91.104,81.326,7.002,2.776,66.052,5.28,0.0
4185,24.955,13.433,8.857,2.665,12.517,4.99,1.99
12834,14.626,9.586,5.04,0.0,6.827,0.0,3.905
3354,165.795,149.502,16.294,0.0,115.3,8.78,3.778
241,13.755,9.01,4.744,0.0,6.127,0.0,3.676
5291,59.429,48.431,8.627,2.371,39.686,2.814,3.87
1631,188.872,166.635,18.549,3.688,113.278,10.401,3.968
3166,155.487,140.238,12.29,2.959,115.586,6.679,2.842
11679,57.24,32.532,19.696,0.0,30.604,11.507,3.735
2888,48.616,26.266,22.35,0.0,20.557,13.05,4.245
417,28.026,16.093,11.933,0.0,12.983,5.504,3.73
3502,85.843,77.035,8.808,0.0,56.25,4.808,2.134
3730,49.494,35.913,13.581,0.0,28.052,6.309,4.212
6242,86.856,69.584,11.405,2.776,65.225,5.251,3.585
4515,33.995,15.231,18.764,0.0,12.447,10.5,4.02
625,58.616,46.429,12.188,0.0,38.294,7.426,2.18
1067,5.845,2.826,3.019,0.0,2.555,0.0,2.38
5068,94.408,83.862,8.226,2.319,67.495,2.455,3.918
5854,96.097,88.315,7.782,0.0,82.921,3.957,2.16
2629,16.556,6.989,7.67,1.897,6.484,2.128,3.815
8313,58.345,46.955,11.39,0.0,43.639,4.818,4.006
7169,73.38,61.251,12.129,0.0,57.108,5.594,3.802
1058,42.831,13.862,11.319,2.845,9.424,4.651,4.119
9007,94.96,76.676,12.417,2.776,59.28,5.791,3.828
428,7.186,0.669,6.517,0.0,0.537,2.782,2.354
11646,128.095,112.478,10.924,2.221,92.192,4.895,3.559
13111,110.168,85.178,20.845,4.145,69.691,12.423,3.708
870,77.923,54.611,15.961,3.254,42.425,8.506,3.859
5061,51.646,36.215,12.1,3.331,27.639,5.642,3.732
2244,64.456,50.692,11.291,0.0,41.813,4.798,3.95
3396,33.062,21.037,12.025,0.0,16.971,5.556,3.76
7736,39.114,16.399,14.992,3.551,13.207,8.124,3.491
10769,99.413,79.676,16.186,3.551,75.385,9.006,3.534
7504,133.182,77.604,23.047,0.0,72.587,13.817,4.016
3998,53.1,41.813,8.968,2.319,34.13,2.832,4.116
5253,90.29,80.163,7.807,2.319,75.473,2.476,3.573
2412,33.947,22.058,11.889,0.0,20.815,5.472,3.738
7160,120.007,96.611,17.343,3.688,90.387,9.438,3.997
5405,342.455,318.704,19.325,4.426,257.498,14.573,0.0
4711,157.998,143.612,11.61,2.776,114.42,5.055,3.893
1263,11.68,6.159,5.52,0.0,4.372,0.0,4.277
4147,115.901,98.189,14.48,3.232,80.825,7.253,3.965
277,122.67,103.966,15.451,3.254,70.678,8.097,3.86
3362,25.957,12.685,10.607,2.665,10.224,4.533,3.685
2082,54.499,40.671,11.461,2.367,38.13,5.243,3.637
6422,35.117,19.629,12.712,2.776,16.125,6.145,3.703
4375,48.273,33.441,12.057,2.776,27.58,5.608,3.733
879,62.581,49.335,9.915,2.132,40.317,3.916,3.765
1607,37.464,24.124,10.675,2.665,15.974,4.43,3.84
10100,74.075,57.573,13.171,3.331,46.918,6.375,3.828
5608,148.021,130.855,13.835,3.331,106.444,6.72,3.998
10332,97.352,82.745,14.607,0.0,76.886,7.421,3.895
12001,55.489,42.612,10.101,2.776,40.297,5.71,2.251
2049,41.347,22.059,8.625,2.665,20.728,4.681,2.117
8573,17.207,14.372,2.835,0.0,13.606,0.0,2.234
2875,27.684,18.063,9.621,0.0,16.846,7.255,0.0
10756,55.63,45.568,7.218,2.845,37.587,3.571,2.118
11684,71.053,52.596,10.651,0.0,48.732,6.289,2.1
846,41.038,29.88,8.313,2.845,19.501,4.347,2.205
3953,79.918,66.809,8.66,2.319,54.814,3.115,3.587
11442,50.252,31.029,13.866,3.232,29.37,6.931,3.799
4178,98.742,91.361,5.526,1.856,73.558,2.141,2.215
5896,17.001,12.039,4.962,0.0,9.937,0.0,3.845
11026,83.865,64.039,14.55,3.331,52.813,7.533,3.739
6079,43.682,32.989,10.693,0.0,31.224,4.393,3.891
1600,88.553,79.206,4.207,0.0,74.966,3.173,0.0
5092,102.593,89.74,10.188,2.665,84.35,4.298,3.595
4524,15.882,10.495,5.386,0.0,8.047,0.0,4.174
1056,64.199,55.01,6.818,2.371,37.397,3.174,2.2
3701,45.15,26.667,15.25,3.232,24.682,8.084,3.73
6273,37.078,17.388,13.81,2.603,14.183,6.957,3.742
3533,13.046,7.508,5.538,0.0,5.46,0.0,4.291
9009,69.387,55.214,10.848,3.325,45.133,6.266,2.279
7355,102.01,94.132,6.939,0.0,77.646,2.12,3.256
6889,54.736,45.657,9.079,0.0,35.288,5.044,2.112
2415,62.064,14.455,32.068,6.069,13.509,20.875,3.967
8913,60.085,37.175,19.222,3.688,35.044,11.239,3.576
5630,119.522,94.745,11.801,3.232,72.141,7.252,2.043
1290,172.16,162.039,8.225,1.897,147.371,2.49,3.882
7503,16.155,1.628,11.863,2.665,1.279,5.004,4.186
12039,74.774,63.697,8.758,2.319,59.803,3.14,3.645
4386,33.075,21.304,11.771,0.0,17.219,7.183,2.095
5066,81.92,74.628,7.293,0.0,61.076,3.822,1.926
3391,92.537,71.985,12.045,2.776,58.639,5.557,3.774
9036,37.807,24.629,10.512,2.665,20.161,4.5,3.645
11213,32.728,16.492,11.38,2.367,13.471,4.967,3.85
1069,67.215,35.404,26.289,5.521,28.806,16.539,3.826
10597,13.363,5.584,7.779,0.0,4.422,2.881,3.146
11445,114.878,106.145,5.898,1.897,87.543,2.515,2.134
4943,46.397,7.655,29.269,0.0,6.208,20.886,2.115
5891,60.17,48.283,9.111,2.776,39.612,4.912,2.269
8580,38.88,30.994,7.887,0.0,25.344,2.48,3.63
3168,133.529,116.918,13.281,3.331,96.441,6.413,3.875
9694,73.058,55.36,14.366,3.331,45.637,7.028,4.102
5865,54.755,36.201,18.554,0.0,28.208,10.448,3.91
12006,72.898,44.205,19.993,3.688,41.78,11.504,3.984
8574,140.856,131.857,6.628,2.371,108.732,3.262,1.963
2618,17.552,14.615,2.937,0.0,12.055,0.0,2.315
11395,15.524,3.061,12.463,0.0,2.901,6.28,3.376
2558,92.626,83.88,6.339,0.0,78.953,2.82,2.177
7218,65.145,53.311,11.834,0.0,43.549,5.553,3.605
10075,95.555,81.984,13.571,0.0,77.563,6.813,3.7
8250,71.018,53.634,14.152,3.232,50.765,6.974,3.99
12722,29.873,21.221,8.652,0.0,19.994,3.09,3.613
12174,51.637,43.705,7.932,0.0,35.859,2.461,3.684
3228,68.358,57.272,8.767,2.319,44.691,2.78,4.012
933,179.942,164.158,12.825,2.959,134.034,6.627,3.309
12180,54.036,37.848,10.825,0.0,31.219,4.485,3.901
13052,50.38,37.131,11.028,2.221,34.059,4.518,4.025
11705,66.208,51.744,11.133,3.331,42.012,6.614,2.16
1329,59.134,28.489,25.672,4.974,21.372,15.58,4.285
11361,133.141,116.677,13.879,2.586,95.534,7.021,3.731
9144,64.972,39.798,20.747,4.426,37.594,12.634,3.439
11153,18.512,12.941,5.571,0.0,10.435,0.0,4.317
1927,36.83,28.145,8.686,0.0,18.883,3.05,3.68
58,49.716,38.714,11.002,0.0,26.319,5.02,3.503
5326,53.517,35.09,12.561,2.776,33.178,5.544,4.187
13099,95.467,64.863,26.004,4.601,50.367,16.154,3.968
5928,159.307,138.233,14.034,3.331,126.19,6.958,3.913
5114,111.973,91.44,13.493,3.331,75.127,6.925,3.516
2331,38.589,25.499,10.0,0.0,23.839,5.578,2.303
792,142.442,122.82,10.969,2.959,115.508,6.725,1.92
7227,31.123,23.803,7.32,0.0,22.202,5.52,0.0
8861,40.898,24.384,13.929,2.586,22.766,6.866,3.924
7829,57.188,22.527,24.22,4.426,21.231,14.815,3.852
1918,12.142,4.544,7.598,0.0,3.697,2.278,3.609
4456,53.926,25.893,17.638,3.688,24.389,9.641,4.007
6301,81.45,46.047,28.235,0.0,37.981,18.06,3.789
3673,12.809,0.711,9.728,2.371,0.545,3.483,4.053
11950,17.486,7.707,7.408,2.371,6.142,2.753,2.987
6133,17.405,0.0,17.405,0.0,0.0,9.562,3.922
3441,74.916,54.318,16.72,3.878,43.74,9.119,3.833
2593,42.961,32.336,10.625,0.0,26.172,4.229,4.002
4664,39.279,22.119,13.906,3.254,17.142,7.182,3.591
3025,7.647,2.492,5.156,0.0,2.324,0.0,3.994
130,16.658,11.127,5.531,0.0,9.023,0.0,4.28
4200,127.611,110.528,13.852,3.232,90.272,7.282,3.449
10086,54.705,46.708,7.997,0.0,38.528,2.52,3.675
1920,44.503,33.731,8.401,2.371,27.706,2.932,3.576
8091,22.076,11.41,8.295,2.371,9.123,2.854,3.572
108,50.974,37.114,11.191,2.669,28.696,4.518,4.152
4238,28.655,17.045,9.479,2.132,13.855,3.496,3.847
3821,21.309,15.023,6.286,0.0,14.222,3.119,1.836
11702,36.837,28.463,8.374,0.0,22.7,2.414,4.074
94,58.359,45.011,13.348,0.0,36.91,6.578,3.763
11530,41.414,27.024,14.39,0.0,25.187,7.277,3.87
9715,57.835,46.818,8.76,0.0,44.296,3.292,3.494
1578,47.184,33.037,11.482,2.665,30.844,5.496,3.398
60,48.005,33.172,12.168,2.665,31.393,5.527,3.9
8401,23.928,3.398,12.53,2.959,2.709,5.97,3.737
10416,50.488,35.403,15.086,0.0,28.986,7.755,3.932
2309,76.44,64.154,12.286,0.0,59.881,5.848,3.66
5910,45.11,26.172,15.685,3.254,24.592,8.233,3.918
5548,153.27,115.417,19.922,3.904,89.485,11.7,3.715
12725,52.154,30.762,18.061,3.331,24.931,10.25,3.742
598,57.227,28.772,19.755,3.688,23.598,11.394,3.909
10240,3.935,3.935,0.0,0.0,3.672,0.0,0.0
8065,15.177,2.341,10.172,2.665,2.162,4.359,3.522
4809,186.199,173.612,10.367,2.221,105.212,4.216,3.807
4035,38.854,28.21,8.273,2.371,22.925,2.716,3.694
137,77.487,62.472,12.648,2.367,50.838,5.696,4.103
12984,43.223,31.728,11.495,0.0,30.021,4.946,3.959
1775,27.184,19.27,7.914,0.0,14.744,2.275,3.857
11359,30.338,19.029,8.938,2.371,14.001,2.847,4.078
6134,153.864,139.411,14.453,0.0,114.287,7.304,3.835
3446,79.764,70.109,9.655,0.0,56.986,3.792,3.688
1311,31.298,22.914,8.384,0.0,17.315,2.822,3.674
761,32.33,24.927,7.403,0.0,20.035,3.698,2.137
4451,219.394,204.345,15.049,0.0,168.238,7.975,3.623
6306,18.338,9.619,8.719,0.0,7.694,2.834,3.921
11957,79.069,36.447,15.568,0.0,33.657,8.218,3.843
2560,38.61,26.726,11.885,0.0,22.045,5.807,3.4
5745,43.3,20.569,19.043,3.688,19.467,11.302,3.45
2752,138.237,113.677,24.559,0.0,93.116,15.081,3.924
5113,47.876,31.973,11.506,2.776,30.114,5.07,3.834
10429,125.995,118.407,5.733,1.856,92.796,2.474,2.045
2336,72.092,60.776,8.996,2.319,49.318,3.102,3.867
2938,48.284,30.578,11.84,2.776,28.556,5.55,3.612
1781,28.685,23.435,5.25,0.0,18.667,2.15,1.988
11734,37.334,28.277,9.057,0.0,26.743,3.275,3.742
4800,28.215,13.391,11.625,3.198,12.429,5.416,3.59
12383,54.984,35.974,19.011,0.0,33.603,10.908,3.818
11506,125.2,111.184,11.24,2.776,75.487,4.802,3.907
9723,48.179,34.667,10.847,2.665,25.59,4.274,4.13
